Network Diagram
Discovered Devices:
IP Address           MAC Address          Hostname            
10.16.137.220        70:66:55:BB:D5:71    AzureWave Technology
10.16.137.222        FC:E2:6C:27:39:9C    Apple               
10.16.137.223        D2:68:FF:FA:DC:4C    Unknown             
10.16.137.227        B0:60:88:8B:AD:CB    Intel Corporate     
10.16.137.228        CE:F8:E8:3F:0D:AE    Unknown             
10.16.137.231        80:D2:1D:FB:2A:E5    AzureWave Technology
10.16.137.232        70:AE:D5:39:49:13    Apple               
10.16.137.233        48:E7:DA:57:DA:FD    AzureWave Technology
10.16.137.234        E0:D0:45:92:C7:CD    Intel Corporate     
10.16.137.235        F2:C2:A2:B2:58:94    Unknown             
10.16.137.237        7A:BF:C6:0D:25:EF    Unknown             
10.16.137.239        56:AD:B0:A2:EC:7E    Unknown             
10.16.137.241        24:6F:8C:3A:67:80    Huawei Device       
10.16.137.243        98:F4:3F:B0:53:79    Unknown             
10.16.137.245        38:FC:98:E6:17:16    Intel Corporate     
10.16.137.246        D8:F3:BC:4C:68:69    Liteon Technology   
10.16.137.247        AE:79:7C:77:F1:96    Unknown             
10.16.137.248        E4:C7:67:11:61:D3    Intel Corporate     
10.16.137.251        F6:2D:76:95:37:BC    Unknown             
10.16.137.252        9A:48:3A:11:0C:B9    Unknown             
10.16.137.255        E2:AE:03:9F:9D:CA    Unknown             
10.16.138.0          50:2F:9B:C0:74:11    Intel Corporate     
10.16.138.3          F8:54:F6:BA:FB:68    AzureWave Technology
10.16.138.4          5A:F7:1E:9C:6F:81    Unknown             
10.16.138.7          50:3C:EA:26:28:43    Guangdong Oppo Mobile Telecommunications
10.16.138.9          46:10:63:2D:07:4C    Unknown             
10.16.138.14         78:CC:C7:71:3B:52    Unknown             
10.16.138.15         02:D4:1B:EE:C9:71    Unknown             
10.16.138.16         DC:B7:2E:AF:75:71    Xiaomi Communications
10.16.138.19         D4:6D:6D:F3:86:F3    Intel Corporate     
10.16.138.21         A0:E7:0B:8E:D0:69    Intel Corporate     
10.16.138.23         A8:64:F1:EA:D4:A9    Intel Corporate     
10.16.138.24         9A:B7:20:9C:AF:17    Unknown             
10.16.138.26         C0:E4:34:21:AD:49    AzureWave Technology
10.16.138.27         BE:55:72:42:D4:E5    Unknown             
10.16.138.28         72:55:F7:5B:5A:E7    Unknown             
10.16.138.30         D2:3F:8A:FE:6A:EF    Unknown             
10.16.138.32         7A:77:52:FC:A6:F3    Unknown             
10.16.138.33         38:7A:0E:B2:6D:21    Intel Corporate     
10.16.138.34         D4:E9:8A:A0:A3:43    Intel Corporate     
10.16.138.35         FE:86:C1:FD:49:1C    Unknown             
10.16.138.36         7C:2A:DB:EB:93:AE    Xiaomi Communications
10.16.138.37         A8:64:F1:EB:B9:6E    Intel Corporate     
10.16.138.38         40:A3:CC:17:10:B5    Intel Corporate     
10.16.138.39         70:1A:B8:16:3C:DF    Intel Corporate     
10.16.138.43         30:F6:EF:DA:B5:AB    Intel Corporate     
10.16.138.44         76:D6:2F:E2:6A:AC    Unknown             
10.16.138.45         F6:56:CD:BB:D6:26    Unknown             
10.16.138.50         5A:E1:AA:99:06:5F    Unknown             
10.16.138.52         A8:7E:EA:D2:4B:8C    Intel Corporate     
10.16.138.53         22:E5:6B:EE:4A:15    Unknown             
10.16.138.58         7E:DA:40:90:51:28    Unknown             
10.16.138.60         4A:D2:60:31:93:26    Unknown             
10.16.138.61         F8:54:F6:48:BC:DF    AzureWave Technology
10.16.138.62         28:E3:1F:03:BB:EA    Xiaomi Communications
10.16.138.63         60:AB:67:CF:CA:14    Xiaomi Communications
10.16.138.66         F2:CB:B8:DB:97:D5    Unknown             
10.16.138.70         9C:2F:9D:5F:98:67    Liteon Technology   
10.16.138.71         14:85:7F:BD:E8:F9    Intel Corporate     
10.16.138.72         AE:98:8B:92:E3:D7    Unknown             
10.16.138.73         92:2F:7A:DC:60:BC    Unknown             
10.16.138.74         6E:56:0D:59:71:AB    Unknown             
10.16.138.76         D0:39:57:8A:1E:E9    Liteon Technology   
10.16.138.77         CC:47:40:70:CD:AC    AzureWave Technology
10.16.138.78         02:0E:D2:48:39:9E    Unknown             
10.16.138.81         B0:3C:DC:89:85:14    Intel Corporate     
10.16.138.82         F4:63:1F:C4:E7:8C    Huawei Technologies 
10.16.138.83         20:79:18:62:B0:5B    Intel Corporate     
10.16.138.84         E6:94:15:C6:3F:99    Unknown             
10.16.138.85         50:84:92:30:4E:13    Intel Corporate     
10.16.138.86         4E:E7:3C:7D:93:78    Unknown             
10.16.138.88         4C:D5:77:3A:69:F5    Chongqing Fugui Electronics
10.16.138.90         48:E7:DA:53:F2:4F    AzureWave Technology
10.16.138.91         F6:06:01:61:BE:E3    Unknown             
10.16.138.92         A8:93:4A:9B:AE:BF    Chongqing Fugui Electronics
10.16.138.93         BA:4D:F2:19:1B:78    Unknown             
10.16.138.94         2C:6D:C1:0E:9A:B6    Intel Corporate     
10.16.138.96         00:28:F8:02:0C:F1    Intel Corporate     
10.16.138.98         36:66:84:C9:ED:61    Unknown             
10.16.138.99         16:A9:26:24:9D:3A    Unknown             
10.16.138.100        C6:71:E6:D5:68:48    Unknown             
10.16.138.104        A8:7E:EA:1B:0E:7C    Intel Corporate     
10.16.138.107        6C:F6:DA:D1:E6:F1    Intel Corporate     
10.16.138.108        28:C5:D2:01:23:1D    Intel Corporate     
10.16.138.110        E4:B3:18:3C:C8:8C    Intel Corporate     
10.16.138.112        84:C5:A6:E2:44:F6    Intel Corporate     
10.16.138.113        1A:43:90:55:73:71    Unknown             
10.16.138.114        C8:5E:A9:AB:3A:7E    Intel Corporate     
10.16.138.115        06:52:1B:82:28:07    Unknown             
10.16.138.117        A0:E7:0B:EB:85:75    Intel Corporate     
10.16.138.121        40:1A:58:03:21:8E    Wistron Neweb       
10.16.138.125        E2:9E:8A:E0:04:92    Unknown             
10.16.138.126        08:6A:C5:5A:81:92    Intel Corporate     
10.16.138.127        EC:63:D7:DB:27:B1    Intel Corporate     
10.16.138.128        1C:BF:C0:BC:BA:6B    Chongqing Fugui Electronics
10.16.138.129        EC:63:D7:5D:20:82    Intel Corporate     
10.16.138.131        A8:3B:76:81:2E:2D    Cloud Network Technology Singapore PTE.
10.16.138.132        52:80:38:45:C9:AC    Unknown             
10.16.138.134        C4:03:A8:2F:AB:66    Intel Corporate     
10.16.138.138        1C:CC:D6:B7:9E:15    Xiaomi Communications
10.16.138.141        7E:C2:B1:67:6B:8B    Unknown             
10.16.138.142        A2:DF:F7:04:45:19    Unknown             
10.16.138.143        EE:D9:CD:EB:99:3B    Unknown             
10.16.138.144        3C:6A:A7:8C:CA:49    Intel Corporate     
10.16.138.148        A0:78:17:88:07:84    Apple               
10.16.138.149        8E:6C:0D:15:63:C9    Unknown             
10.16.138.150        50:5A:65:C2:1B:F5    AzureWave Technology
10.16.138.151        A0:51:0B:39:B7:EB    Intel Corporate     
10.16.138.153        1A:91:49:48:D8:95    Unknown             
10.16.138.154        DC:46:28:33:91:13    Intel Corporate     
10.16.138.155        F8:89:D2:82:ED:85    Cloud Network Technology Singapore PTE.
10.16.138.156        56:3D:10:CC:FD:3F    Unknown             
10.16.138.157        8A:7D:36:A5:7D:EF    Unknown             
10.16.138.158        FE:E9:85:D1:49:5C    Unknown             
10.16.138.160        7A:E9:69:0E:D3:52    Unknown             
10.16.138.161        C2:26:2E:66:C6:D3    Unknown             
10.16.138.162        EE:4E:94:58:51:E9    Unknown             
10.16.138.163        FA:F6:84:43:DA:5D    Unknown             
10.16.138.164        B6:C3:06:F0:E8:71    Unknown             
10.16.138.165        D2:27:C6:C1:97:39    Unknown             
10.16.138.166        C6:49:30:50:21:45    Unknown             
10.16.138.168        FE:94:A8:76:F5:5D    Unknown             
10.16.142.24         C0:A5:E8:33:96:81    Intel Corporate     
10.16.143.66         2C:6D:C1:0E:F2:A9    Intel Corporate     
10.16.136.34         N/A                  N/A                 

Windows IP Configuration (Active Network):
IPv4 Address. . . . . . . . . . . : 10.16.136.34
Subnet Mask . . . . . . . . . . . : 255.255.240.0
Default Gateway . . . . . . . . . : 10.16.128.1
IPv4 Route Table (Active Routes):
===========================================================================
===========================================================================
===========================================================================
Network Destination        Netmask          Gateway       Interface  Metric
0.0.0.0          0.0.0.0      10.16.128.1     10.16.136.34     35
224.0.0.0        240.0.0.0         On-link         127.0.0.1    331
224.0.0.0        240.0.0.0         On-link      10.16.136.34    291
===========================================================================

Nmap Output:
Starting Nmap 7.95 ( https://nmap.org ) at 2024-09-09 11:40 Sri Lanka Standard Time
Nmap scan report for 10.16.128.1
Host is up (0.0040s latency).
MAC Address: 00:08:E3:FF:FD:9C (Cisco Systems)
Nmap scan report for 10.16.129.32
Host is up (0.012s latency).
MAC Address: 90:E8:68:2E:B7:37 (AzureWave Technology)
Nmap scan report for 10.16.129.238
Host is up (0.0030s latency).
MAC Address: 34:F3:9A:92:CE:A8 (Intel Corporate)
Nmap scan report for 10.16.131.170
Host is up (0.023s latency).
MAC Address: D4:1B:81:8B:28:D1 (Chongqing Fugui Electronics)
Nmap scan report for 10.16.133.208
Host is up (0.011s latency).
MAC Address: 76:C5:3B:EB:5A:F5 (Unknown)
Nmap scan report for 10.16.134.148
Host is up (0.012s latency).
MAC Address: CC:5E:F8:1D:DF:69 (Cloud Network Technology Singapore PTE.)
Nmap scan report for 10.16.135.43
Host is up (0.0030s latency).
MAC Address: 84:1B:77:0D:00:D9 (Intel Corporate)
Nmap scan report for 10.16.135.49
Host is up (0.0020s latency).
MAC Address: B2:37:B7:A0:A9:3F (Unknown)
Nmap scan report for 10.16.135.59
Host is up (0.0080s latency).
MAC Address: AE:9D:F7:8D:74:1E (Unknown)
Nmap scan report for 10.16.135.60
Host is up (0.023s latency).
MAC Address: AE:1F:83:C4:D3:03 (Unknown)
Nmap scan report for 10.16.135.61
Host is up (0.016s latency).
MAC Address: 14:9F:3C:99:A8:3F (Samsung Electronics)
Nmap scan report for 10.16.135.63
Host is up (0.0050s latency).
MAC Address: 18:D9:8F:8D:1D:3F (Huawei Device)
Nmap scan report for 10.16.135.64
Host is up (0.0030s latency).
MAC Address: 86:6B:8F:55:31:71 (Unknown)
Nmap scan report for 10.16.135.65
Host is up (0.017s latency).
MAC Address: 8E:A3:F4:98:77:30 (Unknown)
Nmap scan report for 10.16.135.67
Host is up (0.013s latency).
MAC Address: B6:64:0F:8B:5C:B6 (Unknown)
Nmap scan report for 10.16.135.69
Host is up (0.0030s latency).
MAC Address: DE:C2:10:A0:C0:60 (Unknown)
Nmap scan report for 10.16.135.70
Host is up (0.062s latency).
MAC Address: FA:BB:FC:17:0E:38 (Unknown)
Nmap scan report for 10.16.135.71
Host is up (0.013s latency).
MAC Address: 72:68:D3:1D:09:12 (Unknown)
Nmap scan report for 10.16.135.76
Host is up (0.0020s latency).
MAC Address: 50:A6:D8:CC:A3:81 (Apple)
Nmap scan report for 10.16.135.77
Host is up (0.0020s latency).
MAC Address: 80:65:7C:C8:4B:5C (Apple)
Nmap scan report for 10.16.135.82
Host is up (0.014s latency).
MAC Address: D0:39:57:29:42:07 (Liteon Technology)
Nmap scan report for 10.16.135.84
Host is up (0.020s latency).
MAC Address: A4:F0:5E:D4:60:61 (Guangdong Oppo Mobile Telecommunications)
Nmap scan report for 10.16.135.85
Host is up (0.0080s latency).
MAC Address: 9C:3E:53:8B:29:E2 (Apple)
Nmap scan report for 10.16.135.87
Host is up (0.0080s latency).
MAC Address: E6:B1:9C:89:62:60 (Unknown)
Nmap scan report for 10.16.135.88
Host is up (0.0020s latency).
MAC Address: 52:D7:9B:1B:A0:52 (Unknown)
Nmap scan report for 10.16.135.89
Host is up (0.053s latency).
MAC Address: AE:05:7C:5B:E6:DD (Unknown)
Nmap scan report for 10.16.135.90
Host is up (0.019s latency).
MAC Address: 2E:DA:D4:5A:FD:39 (Unknown)
Nmap scan report for 10.16.135.93
Host is up (0.075s latency).
MAC Address: 32:BE:D8:BF:B8:80 (Unknown)
Nmap scan report for 10.16.135.94
Host is up (0.063s latency).
MAC Address: F6:FF:9D:F8:F5:2A (Unknown)
Nmap scan report for 10.16.135.98
Host is up (0.017s latency).
MAC Address: 1A:FD:D5:C2:62:F1 (Unknown)
Nmap scan report for 10.16.135.101
Host is up (0.022s latency).
MAC Address: 34:6F:24:E9:31:0B (AzureWave Technology)
Nmap scan report for 10.16.135.102
Host is up (0.0090s latency).
MAC Address: A8:93:4A:E9:21:CD (Chongqing Fugui Electronics)
Nmap scan report for 10.16.135.103
Host is up (0.039s latency).
MAC Address: 90:DE:80:1D:BC:E6 (Shenzhen Century Xinyang Technology)
Nmap scan report for 10.16.135.105
Host is up (0.012s latency).
MAC Address: 6E:03:DF:F4:67:18 (Unknown)
Nmap scan report for 10.16.135.107
Host is up (0.026s latency).
MAC Address: 66:B0:42:0C:8B:DA (Unknown)
Nmap scan report for 10.16.135.108
Host is up (0.059s latency).
MAC Address: 2A:65:46:B4:47:67 (Unknown)
Nmap scan report for 10.16.135.109
Host is up (0.034s latency).
MAC Address: 7E:43:F8:38:2C:03 (Unknown)
Nmap scan report for 10.16.135.110
Host is up (0.022s latency).
MAC Address: F2:D8:01:3C:03:7E (Unknown)
Nmap scan report for 10.16.135.111
Host is up (0.010s latency).
MAC Address: A4:C6:F0:1B:EE:83 (Apple)
Nmap scan report for 10.16.135.113
Host is up (0.0070s latency).
MAC Address: 94:E7:0B:B0:F1:62 (Intel Corporate)
Nmap scan report for 10.16.135.114
Host is up (0.078s latency).
MAC Address: 2A:A7:3E:CB:BC:D2 (Unknown)
Nmap scan report for 10.16.135.115
Host is up (0.058s latency).
MAC Address: D4:54:8B:89:AF:21 (Intel Corporate)
Nmap scan report for 10.16.135.116
Host is up (0.0050s latency).
MAC Address: F6:6D:AA:54:A3:85 (Unknown)
Nmap scan report for 10.16.135.118
Host is up (0.011s latency).
MAC Address: 0A:4D:C0:8F:12:D1 (Unknown)
Nmap scan report for 10.16.135.119
Host is up (0.012s latency).
MAC Address: 82:2A:E0:AC:72:41 (Unknown)
Nmap scan report for 10.16.135.120
Host is up (0.0070s latency).
MAC Address: 62:FC:B4:55:DA:89 (Unknown)
Nmap scan report for 10.16.135.124
Host is up (0.0020s latency).
MAC Address: F0:67:28:02:57:71 (Guangdong Oppo Mobile Telecommunications)
Nmap scan report for 10.16.135.126
Host is up (0.0040s latency).
MAC Address: 56:F2:F5:B3:D2:C9 (Unknown)
Nmap scan report for 10.16.135.127
Host is up (0.010s latency).
MAC Address: F4:7B:09:24:C7:DC (Intel Corporate)
Nmap scan report for 10.16.135.132
Host is up (0.016s latency).
MAC Address: 18:47:3D:09:23:87 (Chongqing Fugui Electronics)
Nmap scan report for 10.16.135.134
Host is up (0.017s latency).
MAC Address: 8A:4D:6A:E6:F3:6F (Unknown)
Nmap scan report for 10.16.135.135
Host is up (0.0060s latency).
MAC Address: 12:37:EA:BB:BB:A5 (Unknown)
Nmap scan report for 10.16.135.137
Host is up (0.017s latency).
MAC Address: DA:02:7A:CA:EF:52 (Unknown)
Nmap scan report for 10.16.135.138
Host is up (0.0040s latency).
MAC Address: 1A:89:0F:01:90:BB (Unknown)
Nmap scan report for 10.16.135.139
Host is up (0.030s latency).
MAC Address: 7E:BF:37:BC:D1:84 (Unknown)
Nmap scan report for 10.16.135.141
Host is up (0.0040s latency).
MAC Address: 72:AA:AC:D4:8B:66 (Unknown)
Nmap scan report for 10.16.135.144
Host is up (0.010s latency).
MAC Address: 72:B8:C1:F8:41:1C (Unknown)
Nmap scan report for 10.16.135.145
Host is up (0.019s latency).
MAC Address: B4:8C:9D:2E:74:F1 (AzureWave Technology)
Nmap scan report for 10.16.135.146
Host is up (0.0070s latency).
MAC Address: 1A:FA:EA:D1:A0:42 (Unknown)
Nmap scan report for 10.16.135.149
Host is up (0.0020s latency).
MAC Address: CE:1D:F9:7E:6F:08 (Unknown)
Nmap scan report for 10.16.135.150
Host is up (0.015s latency).
MAC Address: 28:11:A8:2F:B1:9C (Intel Corporate)
Nmap scan report for 10.16.135.151
Host is up (0.0030s latency).
MAC Address: CC:08:FA:80:4D:53 (Apple)
Nmap scan report for 10.16.135.152
Host is up (0.0090s latency).
MAC Address: 7C:70:DB:D5:06:BF (Intel Corporate)
Nmap scan report for 10.16.135.158
Host is up (0.0080s latency).
MAC Address: 90:0F:0C:A7:CF:D3 (Cloud Network Technology Singapore PTE.)
Nmap scan report for 10.16.135.162
Host is up (0.018s latency).
MAC Address: CA:AF:01:61:E0:83 (Unknown)
Nmap scan report for 10.16.135.163
Host is up (0.0070s latency).
MAC Address: 06:6A:37:FA:25:B7 (Unknown)
Nmap scan report for 10.16.135.164
Host is up (0.017s latency).
MAC Address: A6:6D:52:A7:E9:18 (Unknown)
Nmap scan report for 10.16.135.165
Host is up (0.0080s latency).
MAC Address: 7E:0A:F9:11:01:DE (Unknown)
Nmap scan report for 10.16.135.167
Host is up (0.0050s latency).
MAC Address: 0E:E4:B2:BC:4F:D7 (Unknown)
Nmap scan report for 10.16.135.173
Host is up (0.0050s latency).
MAC Address: E6:5A:09:BF:14:F3 (Unknown)
Nmap scan report for 10.16.135.174
Host is up (0.0090s latency).
MAC Address: 22:B8:B0:28:06:FB (Unknown)
Nmap scan report for 10.16.135.176
Host is up (0.016s latency).
MAC Address: 36:DF:17:09:AB:62 (Unknown)
Nmap scan report for 10.16.135.177
Host is up (0.0070s latency).
MAC Address: C6:94:7F:5C:06:6C (Unknown)
Nmap scan report for 10.16.135.178
Host is up (0.036s latency).
MAC Address: 06:62:4F:49:8D:35 (Unknown)
Nmap scan report for 10.16.135.181
Host is up (0.0070s latency).
MAC Address: 9A:B6:CB:7A:16:52 (Unknown)
Nmap scan report for 10.16.135.182
Host is up (0.019s latency).
MAC Address: 34:E1:2D:CE:B9:40 (Intel Corporate)
Nmap scan report for 10.16.135.183
Host is up (0.010s latency).
MAC Address: 00:45:E2:AC:B5:1B (CyberTAN Technology)
Nmap scan report for 10.16.135.185
Host is up (0.014s latency).
MAC Address: B6:BF:F6:AF:68:87 (Unknown)
Nmap scan report for 10.16.135.186
Host is up (0.0050s latency).
MAC Address: 6A:57:51:B0:DC:3F (Unknown)
Nmap scan report for 10.16.135.187
Host is up (0.023s latency).
MAC Address: 8E:8A:FB:4B:44:B1 (Unknown)
Nmap scan report for 10.16.135.189
Host is up (0.022s latency).
MAC Address: 4C:E0:DB:E1:40:4F (Xiaomi Communications)
Nmap scan report for 10.16.135.190
Host is up (0.010s latency).
MAC Address: 26:CF:96:B1:E6:B1 (Unknown)
Nmap scan report for 10.16.135.191
Host is up (0.019s latency).
MAC Address: DC:E5:5B:25:E7:2C (Google)
Nmap scan report for 10.16.135.192
Host is up (0.0070s latency).
MAC Address: 66:98:A6:B6:02:55 (Unknown)
Nmap scan report for 10.16.135.193
Host is up (0.0060s latency).
MAC Address: B2:DC:74:39:F0:FA (Unknown)
Nmap scan report for 10.16.135.196
Host is up (0.0090s latency).
MAC Address: D2:E4:8F:44:9D:3F (Unknown)
Nmap scan report for 10.16.135.197
Host is up (0.0020s latency).
MAC Address: 06:89:F9:9A:82:CB (Unknown)
Nmap scan report for 10.16.135.198
Host is up (0.0090s latency).
MAC Address: BE:C0:AF:DA:20:16 (Unknown)
Nmap scan report for 10.16.135.199
Host is up (0.0090s latency).
MAC Address: 92:85:D4:EF:13:C1 (Unknown)
Nmap scan report for 10.16.135.200
Host is up (0.0020s latency).
MAC Address: A8:41:F4:70:46:F8 (AzureWave Technology)
Nmap scan report for 10.16.135.201
Host is up (0.0030s latency).
MAC Address: 4E:AB:09:5B:E8:BB (Unknown)
Nmap scan report for 10.16.135.204
Host is up (0.0070s latency).
MAC Address: EA:88:31:25:A7:0D (Unknown)
Nmap scan report for 10.16.135.206
Host is up (0.0040s latency).
MAC Address: D6:0E:53:1B:46:5A (Unknown)
Nmap scan report for 10.16.135.210
Host is up (0.0040s latency).
MAC Address: A2:4B:37:08:CC:41 (Unknown)
Nmap scan report for 10.16.135.213
Host is up (0.0070s latency).
MAC Address: C4:35:D9:A7:8E:74 (Apple)
Nmap scan report for 10.16.135.216
Host is up (0.034s latency).
MAC Address: 1E:AE:D1:B8:50:C6 (Unknown)
Nmap scan report for 10.16.135.217
Host is up (0.020s latency).
MAC Address: 14:9F:3C:80:9A:01 (Samsung Electronics)
Nmap scan report for 10.16.135.218
Host is up (0.0070s latency).
MAC Address: 06:0F:C5:82:8D:15 (Unknown)
Nmap scan report for 10.16.135.219
Host is up (0.014s latency).
MAC Address: 86:80:46:90:F0:94 (Unknown)
Nmap scan report for 10.16.135.220
Host is up (0.0040s latency).
MAC Address: 86:A9:8A:77:8B:BB (Unknown)
Nmap scan report for 10.16.135.221
Host is up (0.032s latency).
MAC Address: D0:7E:35:AB:C1:5B (Intel Corporate)
Nmap scan report for 10.16.135.222
Host is up (0.020s latency).
MAC Address: D8:C0:A6:D2:C1:31 (AzureWave Technology)
Nmap scan report for 10.16.135.223
Host is up (0.0030s latency).
MAC Address: 50:C2:E8:32:57:61 (Cloud Network Technology Singapore PTE.)
Nmap scan report for 10.16.135.224
Host is up (0.0080s latency).
MAC Address: E2:6D:D4:1B:B9:3B (Unknown)
Nmap scan report for 10.16.135.227
Host is up (0.010s latency).
MAC Address: 9C:2F:9D:70:DB:3F (Liteon Technology)
Nmap scan report for 10.16.135.228
Host is up (0.0060s latency).
MAC Address: A2:BA:2A:39:21:D6 (Unknown)
Nmap scan report for 10.16.135.229
Host is up (0.023s latency).
MAC Address: F8:B5:4D:61:6C:82 (Intel Corporate)
Nmap scan report for 10.16.135.231
Host is up (0.0050s latency).
MAC Address: 60:F6:77:90:66:F4 (Intel Corporate)
Nmap scan report for 10.16.135.233
Host is up (0.014s latency).
MAC Address: DE:C4:88:8C:6C:14 (Unknown)
Nmap scan report for 10.16.135.235
Host is up (0.027s latency).
MAC Address: 42:67:1F:A1:C8:D4 (Unknown)
Nmap scan report for 10.16.135.236
Host is up (0.016s latency).
MAC Address: 9A:E9:59:6C:A8:31 (Unknown)
Nmap scan report for 10.16.135.237
Host is up (0.0070s latency).
MAC Address: D6:13:DB:79:76:D1 (Unknown)
Nmap scan report for 10.16.135.239
Host is up (0.0060s latency).
MAC Address: 44:03:2C:18:F3:62 (Intel Corporate)
Nmap scan report for 10.16.135.241
Host is up (0.012s latency).
MAC Address: 94:63:72:E1:48:E5 (vivo Mobile Communication)
Nmap scan report for 10.16.135.242
Host is up (0.0037s latency).
MAC Address: 9C:3E:53:85:28:0F (Apple)
Nmap scan report for 10.16.135.244
Host is up (0.0020s latency).
MAC Address: 70:D8:23:2B:5D:63 (Intel Corporate)
Nmap scan report for 10.16.135.246
Host is up (0.0030s latency).
MAC Address: 10:68:38:3F:7F:37 (AzureWave Technology)
Nmap scan report for 10.16.135.247
Host is up (0.024s latency).
MAC Address: 30:F6:EF:E5:D9:6D (Intel Corporate)
Nmap scan report for 10.16.135.248
Host is up (0.0090s latency).
MAC Address: 26:7E:6B:66:41:9D (Unknown)
Nmap scan report for 10.16.135.250
Host is up (0.0030s latency).
MAC Address: 76:F5:B0:25:B6:41 (Unknown)
Nmap scan report for 10.16.135.252
Host is up (0.0070s latency).
MAC Address: C6:CB:10:47:52:F4 (Unknown)
Nmap scan report for 10.16.135.255
Host is up (0.014s latency).
MAC Address: 18:1D:EA:98:E1:F8 (Intel Corporate)
Nmap scan report for 10.16.136.2
Host is up (0.0070s latency).
MAC Address: BE:89:E0:9F:DD:20 (Unknown)
Nmap scan report for 10.16.136.3
Host is up (0.0030s latency).
MAC Address: CC:08:FA:8C:94:B8 (Apple)
Nmap scan report for 10.16.136.5
Host is up (0.0030s latency).
MAC Address: 90:0F:0C:A7:F0:B1 (Cloud Network Technology Singapore PTE.)
Nmap scan report for 10.16.136.6
Host is up (0.0070s latency).
MAC Address: 14:13:33:01:A0:47 (AzureWave Technology)
Nmap scan report for 10.16.136.7
Host is up (0.0060s latency).
MAC Address: 16:E3:69:66:54:ED (Unknown)
Nmap scan report for 10.16.136.8
Host is up (0.0090s latency).
MAC Address: FE:71:C4:04:7C:51 (Unknown)
Nmap scan report for 10.16.136.10
Host is up (0.0020s latency).
MAC Address: 88:E9:FE:56:F0:7F (Apple)
Nmap scan report for 10.16.136.11
Host is up (0.0020s latency).
MAC Address: C8:94:02:7C:0C:79 (Chongqing Fugui Electronics)
Nmap scan report for 10.16.136.12
Host is up (0.0080s latency).
MAC Address: 90:E8:68:81:09:A7 (AzureWave Technology)
Nmap scan report for 10.16.136.13
Host is up (0.0040s latency).
MAC Address: F8:63:3F:67:49:D6 (Intel Corporate)
Nmap scan report for 10.16.136.16
Host is up (0.022s latency).
MAC Address: D4:54:8B:4D:BD:81 (Intel Corporate)
Nmap scan report for 10.16.136.17
Host is up (0.021s latency).
MAC Address: 2C:6D:C1:0E:E5:7A (Intel Corporate)
Nmap scan report for 10.16.136.18
Host is up (0.0080s latency).
MAC Address: E8:FB:1C:4D:A0:B9 (AzureWave Technology)
Nmap scan report for 10.16.136.19
Host is up (0.0050s latency).
MAC Address: D8:80:83:81:47:6F (Cloud Network Technology Singapore PTE.)
Nmap scan report for 10.16.136.20
Host is up (0.0090s latency).
MAC Address: DC:46:28:2C:59:B6 (Intel Corporate)
Nmap scan report for 10.16.136.22
Host is up (0.0020s latency).
MAC Address: 1E:CA:26:7A:3C:CA (Unknown)
Nmap scan report for 10.16.136.24
Host is up (0.0030s latency).
MAC Address: 30:F6:EF:27:03:3A (Intel Corporate)
Nmap scan report for 10.16.136.25
Host is up (0.0050s latency).
MAC Address: 50:28:4A:64:3E:5D (Intel Corporate)
Nmap scan report for 10.16.136.27
Host is up (0.0020s latency).
MAC Address: 4A:12:BE:4B:3B:8F (Unknown)
Nmap scan report for 10.16.136.28
Host is up (0.014s latency).
MAC Address: 10:6F:D9:C3:64:D3 (Cloud Network Technology Singapore PTE.)
Nmap scan report for 10.16.136.30
Host is up (0.0070s latency).
MAC Address: 50:C2:E8:94:8B:29 (Cloud Network Technology Singapore PTE.)
Nmap scan report for 10.16.136.33
Host is up (0.0020s latency).
MAC Address: 1C:B9:AF:13:14:0E (Unknown)
Nmap scan report for 10.16.136.36
Host is up (0.028s latency).
MAC Address: F8:5E:0B:A7:3F:C9 (Realme Chongqing Mobile Telecommunications)
Nmap scan report for 10.16.136.37
Host is up (0.0030s latency).
MAC Address: 80:D2:1D:EF:C6:49 (AzureWave Technology)
Nmap scan report for 10.16.136.39
Host is up (0.0020s latency).
MAC Address: DC:46:28:2C:6A:41 (Intel Corporate)
Nmap scan report for 10.16.136.40
Host is up (0.011s latency).
MAC Address: 14:49:D4:7B:DD:BE (Xiaomi Communications)
Nmap scan report for 10.16.136.41
Host is up (0.042s latency).
MAC Address: 14:5A:FC:77:22:59 (Liteon Technology)
Nmap scan report for 10.16.136.42
Host is up (0.0040s latency).
MAC Address: E2:B1:97:0E:FF:4D (Unknown)
Nmap scan report for 10.16.136.43
Host is up (0.0030s latency).
MAC Address: 00:24:D7:6D:7A:74 (Intel Corporate)
Nmap scan report for 10.16.136.44
Host is up (0.0020s latency).
MAC Address: 14:13:33:09:B2:65 (AzureWave Technology)
Nmap scan report for 10.16.136.46
Host is up (0.035s latency).
MAC Address: 16:C3:31:E5:1F:9F (Unknown)
Nmap scan report for 10.16.136.47
Host is up (0.0080s latency).
MAC Address: 70:D8:23:93:96:0D (Intel Corporate)
Nmap scan report for 10.16.136.49
Host is up (0.015s latency).
MAC Address: 22:DB:42:C0:11:39 (Unknown)
Nmap scan report for 10.16.136.51
Host is up (0.0030s latency).
MAC Address: F0:B6:1E:3C:BE:78 (Intel Corporate)
Nmap scan report for 10.16.136.53
Host is up (0.013s latency).
MAC Address: 84:76:37:3B:16:87 (Huawei Technologies)
